username,date,content
narendramodi,2019-04-10,It’s a sweep for BJP in Gujarat! Watch live from Junagadh. Watch
narendramodi,2019-04-10,"Here are highlights from yesterday’s massive rallies in Maharashtra, Karnataka, and Tamil Nadu. Do watch."
narendramodi,2019-04-10,"Today’s public meetings will take place in Gujarat and Goa, where BJP’s good governance has positively impacted several lives. Will be addressing rallies in Junagadh, Songadh, and Panaji."
narendramodi,2019-04-09,"Spoke to @CNNnews18 on a wide range of topics relating to politics, economy, and more. Do watch! Watch"
narendramodi,2019-04-09,"Tamil Nadu is with development-oriented NDA, not the Mahamilawat. Watch from Coimbatore. Watch"
narendramodi,2019-04-09,"Shri Bhima Mandavi was a dedicated Karyakarta of the BJP. Diligent and courageous, he assiduously served the people of Chhattisgarh. His demise is deeply anguishing. Condolences to his family and supporters. Om Shanti."
narendramodi,2019-04-09,Strongly condemn the Maoist attack in Chhattisgarh. My tributes to the security personnel who were martyred. The sacrifices of these martyrs will not go in vain.
narendramodi,2019-04-09,"This Chowkidar is tremendously indebted to the spirit of such Chowkidars of the nation. Together, we will build a New India. Link"
narendramodi,2019-04-09,"It is inspiring to see such enthusiasm and energy among people for the nation's bright future, even when they are far away from their motherland. Link"
narendramodi,2019-04-09,Shri KM Mani was a stalwart of Kerala politics. His impeccable electoral record indicated his deep connect with the citizens of the state. His rich contribution to the state will be remembered. Pained by his demise. Condolences to his family and supporters. RIP.
narendramodi,2019-04-09,Come to Mysuru and see the strong support for BJP! Watch
narendramodi,2019-04-09,Hello Karnataka! Beginning the campaign in the state with a massive rally in Chitradurga. Watch. Watch
narendramodi,2019-04-09,Euphoric atmosphere in Latur. Addressing a large rally. Watch. Watch
narendramodi,2019-04-09,"Will be campaigning in Maharashtra, Karnataka and Tamil Nadu. Looking forward to addressing rallies in Latur, Chitradurga, Mysuru and Coimbatore. Do watch the rallies live on the NaMo App. @BJP4Maharashtra @BJP4Karnataka @BJP4TamilNadu"
narendramodi,2019-04-08,"#BJPSankalpPatr2019 offers a rich account of the work done by the NDA Government and presents a vision for the coming years. Based on our track record, the NDA stands committed to provide a strong and stable Government yet again. Do read the manifesto. Link"
narendramodi,2019-04-07,"Communists claim to stand up for the rights of workers. But, their actions in India indicate otherwise. The Left, which had many CMs, MPs, MLAs, arm-twisted Governments in Delhi, is now desperately fighting for survival. Their leaders are seen more on TV than among people!"
narendramodi,2019-04-07,Hello Manipur! Talking about NDA’s development agenda in Imphal. Watch. Watch
narendramodi,2019-04-07,"Saradha, Narada, Rose Valley. These scams are examples of the reign of loot under TMC. Money belonging to the poor is snatched by TMC leaders. Once BJP comes to power in Bengal, such corruption will be history."
narendramodi,2019-04-07,Why are TMC and Didi so disturbed when: India acts strongly against the forces of terror. India strengthens its position as a space superpower. Farmers get income support. Poor people get health insurance. Why is Didi supporting those who want 2 Prime Ministers in India?
narendramodi,2019-04-07,"Speed breaking tactics of Didi and bullying of TMC was not enough to prevent a huge turnout at the Cooch Behar rally. TMC behaviour was so juvenile that they even put parallel structures at the venue. Sadly for them, people still came and blessed us. TMC’s days are numbered!"
narendramodi,2019-04-07,"Be it Odisha, Chhattisgarh, and Maharashtra, the work of the Central Government is admired everywhere. Congress’ inability to provide basic healthcare, weak stand on national security, and plan to raise taxes is worrying people. Here are yesterday’s campaign highlights."
narendramodi,2019-04-07,"Will be addressing three rallies today. The first rally will be in Cooch Behar (West Bengal), followed by rallies in Udaipur (Tripura) and Imphal (Manipur). Do watch them live on the NaMo App."
narendramodi,2019-04-06,"Today's rally in Nanded will worry the Congress-NCP leaders. In all parts of Maharashtra, people want NDA to return to power. They trust the work of the Centre and Maharashtra Government."
narendramodi,2019-04-06,"Overwhelmed by the warm response in Balod, Chhattisgarh. Driven by politics, the Congress Government in the state is denying people the benefits of Ayushman Bharat. People are seeing through such pettiness and are also angry at other unfulfilled promises of Congress."
narendramodi,2019-04-06,Chhattisgarh will support BJP! Congress has been a colossal failure here. Watch from Balod. Watch
narendramodi,2019-04-06,"Spoke to @Live_Hindustan on a wide range of issues like our track record in the past 5 years, upcoming polls, jobs, terrorism, politics, and much more. Do read: Link"
narendramodi,2019-04-06,"Overwhelmed by the affection in Sonepur, Odisha. Here’s my speech. Watch"
narendramodi,2019-04-06,BJD’s misrule in Odisha is ending. BJP has people’s blessings. Watch from Sundargarh. Watch
narendramodi,2019-04-06,"I am confident that the entire family of @BJP4India Karyakartas would be working day and night to ensure that our Party and our allies are blessed yet again by the people of India. In the last 5 years, lots has been done, and we want to do much more for the country."
narendramodi,2019-04-06,"The @BJP4India stands tall due to its democratic ethos and patriotic zeal. This is a Party that is always on the ground, at the forefront of helping fellow Indians. Our development work has endeared the Party to all sections of society, across the length and breadth of India."
narendramodi,2019-04-06,"39 years ago on this day, @BJP4India was born with an unwavering commitment to serve society and take the nation to new heights. Thanks to the efforts of our Karyakartas, BJP has become India’s preferred party. Greetings to the BJP family on the Party’s Foundation Day."
narendramodi,2019-04-05,Beware of the Dynastic Hand! They are going to INCREASE TAXES. YOUR MONEY will FUND the LIFESTYLE OF CONGRESS LEADERS!
narendramodi,2019-04-05,Congress and corruption have an unbreakable bond. In Congress time: Corruption - accelerator. Development - ventilator.
narendramodi,2019-04-05,I am also banking on youngsters like you to keep yourself and others informed about our transformative work. :) Quote Tweet
narendramodi,2019-04-05,Thanks. It is such love from the people that inspires me to work even harder. Quote Tweet
narendramodi,2019-04-05,Thanks a lot. Quote Tweet
narendramodi,2019-04-05,Thanks. I draw inspiration from our police and armed forces who serve our country throughout the year and in all conditions. Quote Tweet
narendramodi,2019-04-05,Hello Dehradun! Speaking at a public meeting in this wonderful city. Watch. Watch
narendramodi,2019-04-05,"Saharanpur is going to reject votebank politics of SP, BSP, and Congress. People here trust BJP. Watch. Watch"
narendramodi,2019-04-05,"Had an extensive interview with @abpnewstv. Questions ranged from politics, security, economy, and polls. Watch"
narendramodi,2019-04-05,"I would be addressing campaign rallies in Amroha, Saharanpur (Uttar Pradesh), and Dehradun (Uttarakhand) today. Looking forward to interacting with the people of these places and elaborating on the BJP’s development agenda."
narendramodi,2019-04-05,"Remembering Babu Jagjivan Ram Ji on his Jayanti. Babuji not only contributed to the Freedom Struggle but also to the development of independent India, especially in agriculture, labour welfare, railways, and defence. He worked tirelessly for the poor and downtrodden."
narendramodi,2019-04-04,"Advani Ji perfectly sums up the true essence of BJP, most notably the guiding Mantra of ‘Nation First, Party Next, Self Last.’ Proud to be a BJP Karyakarta and proud that greats like LK Advani Ji have strengthened it. Link"
narendramodi,2019-04-04,"Thank you, Your Highness Mohamed bin Zayed Al Nahyan. I accept this honour with utmost humility. Under your visionary leadership, our strategic ties have reached new heights. This friendship is contributing to the peace and prosperity of our people and planet. Quote Tweet"
narendramodi,2019-04-03,Began the day with a rally in Arunachal Pradesh and the final rally was in Gondia in Maharashtra. My travels across the country convince me that there is unprecedented affection for BJP. India wants Modi Sarkar yet again! Do watch highlights from the campaign today.
narendramodi,2019-04-03,"An iconic city, an iconic venue, and record number of people to bless us! Here are pictures from Kolkata. The undercurrent in West Bengal is fast turning into a wave. TMC has betrayed and looted Bengal. BJP will develop Bengal. @BJP4Bengal"
narendramodi,2019-04-03,"There was record enthusiasm in the rally in Gondia, Maharashtra. It is BJP-Shiv Sena-RPI(A) all the way in the state. Next time you meet NCP leaders, do ask them- why are they so worried about a few people who have just been arrested? Do they fear the beans will be spilled?"
narendramodi,2019-04-03,The mood in Siliguri is clear- people want BJP! Watch. Watch
narendramodi,2019-04-03,Happy to be back in Arunachal Pradesh. Watch live from Pasighat. Watch
narendramodi,2019-04-03,"In Bihar and Odisha, it is NDA all the way. Mahamilawat isn’t even an option. BJD rule is ending. Here’s what happened in Kalahandi, Jamui, and Gaya."
narendramodi,2019-04-02,Bihar has full faith in BJP-JD(U)-LJP. People support our development efforts. Watch from Jamui. Watch
narendramodi,2019-04-02,I bow to the great land of Odisha. Addressing a big rally in Kalahandi. Watch. Watch
narendramodi,2019-04-02,"My campaigns across Maharashtra, Andhra Pradesh, and Telangana have been overwhelming. NDA’s solid track record and development agenda has connected with people. Votebank politics and failed promises of the Opposition has repulsed India. Here are highlights from yesterday."
narendramodi,2019-04-01,"Lively atmosphere at the rally in Hyderabad. Spoke about numerous steps taken by the NDA Government for the middle class, including tax relief and 10% reservation for the economically backward. NDA seeks another term to build on the good work done and further ‘Ease of Living.’"
narendramodi,2019-04-01,"BJP pledges to protect Andhra Pradesh’s heritage, which is under threat because U-Turn Babu is busy expanding his own Heritage and promoting dynastic politics."
narendramodi,2019-04-01,I bow to His Holiness Dr. Sree Sree Sree Sivakumara Swamigalu on his Jayanti. He lives in our hearts and minds. His noble ideals and ideas motivate lakhs of people.
narendramodi,2019-04-01,Utkala Dibasa greetings to my sisters and brothers of Odisha.
narendramodi,2019-03-31,"The conduct of our Opposition has angered India. Their repeated questioning of our forces, mocking our scientists will never be accepted. For me, elections will come and go, India’s interests will always be my priority."
narendramodi,2019-03-31,"Your vote in 2014: Brought fear among the corrupt. Brought accountability among those who looted. Ensured those who cheated the nation are on bail. With your vote in 2019, they will head to the place where they really belong."
narendramodi,2019-03-31,"चौकीदार ना कोई व्यवस्था है, ना यह किसी यूनिफॉर्म तक सीमित है। चौकीदार एक स्पिरिट है, एक भावना है। When we say we are Chowkidars, we carry forward beloved Bapu’s emphasis on trusteeship."
narendramodi,2019-03-31,India came together and said in one voice- #MainBhiChowkidar. A big thank you to all those who took part in the programmes across India! Your blessings and affection are a source of immense strength.
narendramodi,2019-03-31,"We are all Chowkidars, committed to a strong & prosperous India. Watch the #MainBhiChowkidar programme. Watch"
narendramodi,2019-03-31,"Addressing the Rashtriya Sammelan of the newly started channel, @TV9Bharatvarsh. Watch."
narendramodi,2019-03-31,There are lakhs of Chowkidars in every part of India. Here is where you can join a #MainBhiChowkidar programme nearest to your place of stay. See more
narendramodi,2019-03-31,"Am sure the community of vibrant professionals, especially youngsters, will enliven the #MainBhiChowkidar programme with their presence. These professionals energise and strengthen India. It is their hard work that is powering the rise of a New India in the 21st century."
narendramodi,2019-03-31,"The day we were most looking forward to is here! At 5 PM, lakhs of Chowkidars from different parts of India will interact in the historic #MainBhiChowkidar programme. Watch it live on the NaMoApp or NaMo TV."
narendramodi,2019-03-30,"A gratifying day in the Northeast. This is a region Congress ignored for decades. They also mock the culture of the Northeast, particularly local customs. Bond between BJP & Northeast will get stronger in the coming days. Here are highlights from today’s rallies."
narendramodi,2019-03-30,I asked the people of Assam: Will those who are opposed to India ever work for Assam? Will those who are neck deep in votebank politics ever protect the culture of Assam? Here is what the people of Assam said...
narendramodi,2019-03-30,Even the large ground in Gohpur was too small to accommodate the number of people who joined us at the rally. Thank you Assam! @BJP4Assam
narendramodi,2019-03-30,"Moran has overwhelmed me with the record affection. At the @BJP4Assam rally, talked at length about NDA Government’s development agenda, vision for the Northeast, and how Assam’s growth has increased under the BJP-led Government. Here are some pictures."
narendramodi,2019-03-30,Come here to Gohpur and see how much affection people have for BJP! Addressing a huge public meeting. Watch
narendramodi,2019-03-30,हृदय की गहराइयों से इस गीत के रूप में निकला आपका स्नेह और आशीर्वाद मेरे लिए प्रेरणास्रोत है। Quote from Lata Mangeshkar
narendramodi,2019-03-30,Immense support for BJP in Arunachal Pradesh. Watch my speech at Aalo. Watch
narendramodi,2019-03-30,"In case you missed it, sharing highlights from yesterday’s campaign in Odisha, Telangana and Andhra Pradesh."
narendramodi,2019-03-30,"Would be addressing a rally in Aalo, Arunachal Pradesh today. Over the last few years, the @BJP4Arunachal Government in the state has done exceptional work in various sectors. I will request the people of the state to bless BJP in the Lok Sabha and Vidhan Sabha polls."
narendramodi,2019-03-29,"Sharing pictures from Kurnool. On 11th April, Andhra Pradesh will vote with two motives: Sunrise of the state. Son set of the ruling TDP. TDP does not merely encourage corruption in schemes, they go a step ahead & make schemes only where loot is the sole motive. @BJP4Andhra"
narendramodi,2019-03-29,"Scared of accountability and sure of a certain defeat, U-Turn Babu has closed ranks with those on bail. Video"
narendramodi,2019-03-29,"Dear citizens of Andhra Pradesh, Strengthened by your blessings, your Chowkidar has been able to do a lot for the state. I seek your blessings yet again, so that more can be done. Video"
narendramodi,2019-03-29,"Do you know which party is the best friend of TRS? With friends like those, can public interest ever be served? Video"
narendramodi,2019-03-29,"Sought support for BJP at the rally in Mahbubnagar. The haste with which the Telangana Assembly was dissolved is inversely proportional to the speed with which the state got Ministers to work. For TRS, dynasty and astrology come before working for citizens."
narendramodi,2019-03-29,"Guided by petty politics, the Odisha Government refuses to allow the people of the state to avail benefits of NDA Government’s welfare measures for farmers and tribal communities. Such a Government should not remain in office any longer."
narendramodi,2019-03-29,Hello Mahbubnagar! Speaking about BJP’s development agenda at the rally here. Watch. Link
narendramodi,2019-03-29,"These images from Koraput demonstrate the tremendous support for BJP in Odisha. People of Odisha are tired of mining mafia, chit fund scams, misgovernance & inability to solve issues relating to health & education. Odisha is set to reject BJD. Congress is nowhere in the picture!"
narendramodi,2019-03-29,Happy to be in Odisha. Watch my speech in Koraput. Link
narendramodi,2019-03-28,The previous Congress Government in Uttarakhand was more visible appeasing party leaders in Delhi instead of working for the state. The BJP Governments at the Centre and in Uttarakhand have been working day and night to transform the state.
narendramodi,2019-03-28,Addressing a massive rally in Meerut. Watch. Link
narendramodi,2019-03-28,"Dear friends, Over the next few days, I would be travelling across the country seeking your support for the upcoming Lok Sabha polls. Today, I would be addressing rallies in Meerut (UP), Rudrapur (Uttarakhand) and Jammu (J&K). Watch the rallies live on the NaMo App."
narendramodi,2019-03-27,Our scientists are our pride. Their hardwork and perseverance ensured that #MissionShakti is a success. Link to tweet by Akshay Kumar
narendramodi,2019-03-27,"Indeed Pranab Da. These rich words from a distinguished statesman like you, who has also dealt with issues of national security, will greatly encourage our scientists and engineers. They have always worked to strengthen India and will continue to do so. #MissionShakti Link to tweet by PMLF"
narendramodi,2019-03-27,"Indeed, a proud moment for the whole nation. Just like you smash the bad deliveries out of the park, our scientists have given India the capability to smash those forces who threaten our peace and harmony. #MissionShakti Link to tweet by Shikhar Dhawan"
narendramodi,2019-03-27,"Full credit to our scientists who succeeded in making India a part of an elite group of countries who have ASAT missile capability. Undaunted by the shameful mockery of a select few, they continue to serve Maa Bharti. #MissionShakti Link to tweet by Deepa Malik"
narendramodi,2019-03-27,"Kiran ji, India's indefatigable scientists continue to redefine the contours of our capabilities and take it to greater heights. They invent, innovate and boost our development trajectory. #MissionShakti Link to tweet by Kiran Bedi"
narendramodi,2019-03-25,Glad you liked it. Link to quote tweet by Ashok Pai
narendramodi,2019-03-25,Appreciable effort! Link to quote tweet by Neetu Garg
narendramodi,2019-03-25,Birthday wishes to my valued Cabinet colleague @ChBirenderSingh Ji. Birender Ji is a veteran leader whose experience is an asset for the BJP and Central Government. His passion for farmer welfare and work in the steel sector is noteworthy. Praying for his long and healthy life.
narendramodi,2019-03-24,"Noted athletes @HimaDas8, @DipaKarmakar and @SakshiMalik, India is proud of you and you inspire many others youngsters. Now, it is time to inspire greater voter awareness and participation, especially among youngsters. #VoteKar"
narendramodi,2019-03-24,"If you are undertaking any innovative voter awareness campaign, do share details using #VoteKar. Together, we will ensure maximum Indians exercise their franchise."
narendramodi,2019-03-24,"I call upon @itsSSR, @TheAaryanKartik and @kritisanon to help increase voter awareness. You are the younger generation that is taking Indian cinema places. The power of youth will also strengthen our democracy. Tell everyone- #VoteKar"
narendramodi,2019-03-24,"A request to @ektaravikapoor, @ParineetiChopra and @SidMalhotra- As prominent Indians whose achievements are much admired, your voice has immense reach. I appeal to you to raise voter awareness and strengthen democracy. #VoteKar"
narendramodi,2019-03-24,"Newspapers are a fantastic way to reaffirm the vitality of voting. That is why, I request the teams of @manoramaonline, @AmarUjalaNews and Sakal Media Group to motivate more people to exercise their franchise through innovative voter awareness campaigns. #VoteKar"
narendramodi,2019-03-24,"Participative democracy can be furthered through high voter turnout. I urge @MiLOKMAT, @NavbharatTimes and @punjabkesari to increase vote awareness and turnout. Their doing so would strengthen our polity. #VoteKar"
narendramodi,2019-03-24,"I would request @TVMohandasPai, @ShekharGupta, @DrSYQuraishi and @punitgoenka to highlight the importance of high voter turnout, especially among youngsters. The words of these individuals will surely bring more people to the polling booth. #VoteKar"
narendramodi,2019-03-24,"Dear @imbhandarkar, @vivekagnihotri and @RajkummarRao, Your work in the cinema industry has touched upon interesting and innovative themes. Your words and actions matter. I request you to increase voter awareness and motivate youth to vote in large numbers. #VoteKar"
narendramodi,2019-03-24,"As widely watched news personalities, I call upon @bhupendrachaube, @szarabi & @AMISHDEVGAN to leverage the power of electronic media to ensure high turnout in the 2019 Lok Sabha polls. After all, a vote is a powerful way to bring about a positive difference in society. #VoteKar"
narendramodi,2019-03-24,"It would be wonderful if @SwetaSinghAT, @debjani_ghosh_ and @chitraaum devote time and energy towards boosting voter turnout in the upcoming Parliamentary elections. Tell the people of India- #VoteKar."
narendramodi,2019-03-24,"On the cricket field, @SDhawan25, @BhuviOfficial and @ashwinravi99 shine with their incredible talent and absolute commitment towards their team. I urge them to encourage greater voter awareness and voter participation. Young India will follow their lead. #VoteKar"
narendramodi,2019-03-24,"Dear @AnilKapoor, @ajaydevgn & @MadhuriDixit, After the box office, it is time to create Total Dhamaal at the polling booths. Your support to the #VoteKar movement will augur well for India’s democracy. Let us ensure high voter turnout!"
narendramodi,2019-03-24,"Dear @vikramchandra, @rajeshkalra and @abhijitmajumder, Today a large number of youngsters consume news on the move. It’s time to motivate them to #VoteKar to ensure a better tomorrow."
narendramodi,2019-03-24,"Dear @iHrithik and @ActorMadhavan, Your work has stood out not only for the entertainment quotient but also for the passion and hardwork behind it. As widely respected voices, if you lend your voice towards increasing voter awareness, it strengthens India's democracy. #VoteKar"
narendramodi,2019-03-24,"The formidable @AnupamPKher, multifaceted @iKabirBedi and the widely acclaimed @shekharkapur have made India very proud at the world stage. My appeal to them- can you tell fellow Indians to vote in large numbers in the upcoming elections? #VoteKar"
narendramodi,2019-03-24,"My fellow Indians, The time has come to say- #VoteKar. In the upcoming Lok Sabha elections, ensure that you as well as your family and friends turnout in record numbers. Your doing so will have a positive impact on the nation’s future."
narendramodi,2019-03-24,The #MainBhiChowkidar programme on the 31st will look even better with the attractive merchandise! Have you ordered yours? Link to quote tweet by NaMo Merchandise
narendramodi,2019-03-23,Greetings to @smritiirani Ji on her birthday. She has made valuable contributions towards strengthening the BJP and in the working of key sectors of the Government. I pray for her long life and good health. I also convey my best wishes to her for the upcoming election in Amethi.
narendramodi,2019-03-22,My condolences to the family and supporters of Karnataka Minister Shri CS Shivalli. Shri Shivalli will be remembered for his service to Karnataka. May his soul rest in peace.
narendramodi,2019-03-22,Opposition insults our forces time and again. I appeal to my fellow Indians- question Opposition leaders on their statements. Tell them- 130 crore Indians will not forgive or forget the Opposition for their antics. India stands firmly with our forces. #JantaMaafNahiKaregi
narendramodi,2019-03-22,Opposition is the natural habitat of terror apologists and questioners of our armed forces. This reprehensible statement by a senior leader like Ram Gopal Ji insults all those who have given their lives in protecting Kashmir. It humiliates the families of our martyrs.
narendramodi,2019-03-22,Best wishes to Shri @jualoram Ji on his birthday. He has been working assiduously towards improving the lives of tribal communities across India. I pray for his long and healthy life.
narendramodi,2019-03-21,The success of every athlete who participated in the Special Olympics World Games will motivate countless other sportpersons to pursue and excel on the sports field. I would also like to congratulate the families and coaches of the medal winners for their invaluable support.
narendramodi,2019-03-21,Today is a proud day for India! Our contingent at the Special Olympics World Games Abu Dhabi has won a historic 368 medals including 85 Golds. Congratulations to all the medalists. Their fortitude and accomplishments inspire millions. @WorldGamesAD #MeetTheDetermined
narendramodi,2019-03-21,The truth always prevails. Fake news driven by mischief and fake narratives driven by votebank politics stand shattered.
narendramodi,2019-03-21,"Colours of Holi, flavours of music, a catchy tune and lots of Chowkidars...delight to watch!"
narendramodi,2019-03-21,Happy Holi to the energetic Chowkidars in Banda. My best wishes to you all.
narendramodi,2019-03-21,Extremely adorable! Exuberant young Chowkidars these...
narendramodi,2019-03-21,Navroz Mubarak! Praying for a year filled with peace and prosperity. May everyone be happy and be blessed with good health.
narendramodi,2019-03-19,"I salute your mother's will power and thank her for the blessings, which give us great strength."
narendramodi,2019-03-19,Admire the spirit and confidence! Please convey my regards to your mother.
narendramodi,2019-03-19,Best wishes to Dr. Pramod Sawant and his team as they begin their journey towards fulfilling the dreams of the people of Goa. I am sure they will build on the work done in the last few years and boost Goa’s growth trajectory.
narendramodi,2019-03-18,Well done Hari! Thank you for sharing this. Wishing you a happy birthday as well! :)
narendramodi,2019-03-18,Happy to see young Chowkidar Navya take the lead and show remarkable passion towards India's development.
narendramodi,2019-03-18,Great! Best wishes to the youngsters.
narendramodi,2019-03-18,Saksham is full of vibrancy! Happy to see the energy.
narendramodi,2019-03-18,"Guided by the Mantra of ‘Reform to Transform’, the NDA Government has taken bold and futuristic decisions that have boosted the economy and rewarded the honest citizens of India."
narendramodi,2019-03-18,"Paid tributes to my friend Shri Manohar Parrikar. He personified humility, simplicity and compassion. The good work he has done will be remembered for years to come."
narendramodi,2019-03-17,"India will be eternally grateful to Shri Manohar Parrikar for his tenure as our Defence Minister. When he was RM, India witnessed a series of decisions that enhanced India’s security capacities, boosted indigenous defence production, and bettered the lives of ex-servicemen."
narendramodi,2019-03-17,"Shri Manohar Parrikar was the builder of modern Goa. Thanks to his affable personality and accessible nature, he remained the preferred leader of the state for years. His pro-people policies ensured Goa scales remarkable heights of progress."
narendramodi,2019-03-17,"Shri Manohar Parrikar was an unparalleled leader. A true patriot and exceptional administrator, he was admired by all. His impeccable service to the nation will be remembered by generations. Deeply saddened by his demise. Condolences to his family and supporters. Om Shanti."
narendramodi,2019-03-15,"Public transport is convenient and comfortable. In the last five years, Metro projects in many cities have begun and work is underway in many more. This will further 'Ease of Living' for people."
narendramodi,2019-03-15,Happy to see this!
narendramodi,2019-03-15,Honoured that we have got the opportunity to work for Pune's development. We are committed to doing even more for the city and surrounding areas.
narendramodi,2019-03-15,Thanks for the faith in our work.
narendramodi,2019-03-14,Deeply anguished by the loss of lives due to the foot overbridge accident in Mumbai. My thoughts are with the bereaved families. Wishing that the injured recover at the earliest. The Maharashtra Government is providing all possible assistance to those affected.
narendramodi,2019-03-14,Joined the ceremony to mark the presentation of the Gallantry Awards and Distinguished Service Decorations. India is proud of all those who protect the nation. Their courage will be remembered for generations to come.
narendramodi,2019-03-14,"India First, India always!"
narendramodi,2019-03-14,"Great gesture! Also, Kudos to the great Dabbawalas, whose notable work ensures lakhs of people are fed."
narendramodi,2019-03-13,"Dear @mathrubhumieng, @dinathanthi and Eenadu, You have worked to give voice to people's aspirations. Increased voter awareness is key to a strong democracy. I appeal to you to motivate people to vote in large numbers."
narendramodi,2019-03-13,"The media plays a vital role in a democracy. It is also a strong influence on people's minds. I request @Sanjaygupta0702, @aroonpurie and @18RahulJoshi to work towards greater voter awareness and registration that ensures an impressive turnout at the hustings."
narendramodi,2019-03-13,"Urging @SrBachchan, @iamsrk and @karanjohar to creatively ensure high voter awareness and participation in the coming elections. Because...it's all about loving your democracy (and strengthening it). :)"
narendramodi,2019-03-13,"Voting is not only a right but it’s also a duty. Dear @BeingSalmanKhan and @aamir_khan, It is time to inspire and motivate youth in your own Andaz to vote so that we can strengthen Apna Democracy & Apna country."
narendramodi,2019-03-13,"Dear @akshaykumar, @bhumipednekar and @ayushmannk, The power of a vote is immense and we all need to improve awareness on its importance. Thoda Dum Lagaiye aur Voting ko Ek Superhit Katha banaiye."
narendramodi,2019-03-13,"I call upon veterans of the media world, @RajatSharmaLive, @subhashchandra and @vineetjaintimes to take the lead in highlighting the need to vote in large numbers. Doing so would ensure greater participation in democratic processes and strengthen our nation's development."
narendramodi,2019-03-13,"Dear @msdhoni, @imVkohli and @ImRo45, You are always setting outstanding records on the cricketing field but this time, do inspire the 130 crore people of India to set a new record of high voter turnout in the upcoming elections. When this happens, democracy will be the winner!"
narendramodi,2019-03-13,"I appeal to @RSSorg, NCC, NSS, Nehru Yuva Kendra and @Brahmakumaris to help increase voter awareness and tap the power of society for democracy."
narendramodi,2019-03-13,"Dear @anilkumble1074, @VVSLaxman281 and @virendersehwag - your heroic deeds on the cricket pitch have inspired millions. Come, it is time to inspire people once again, this time to vote in record numbers."
narendramodi,2019-03-13,"I appeal to @RubikaLiyaquat, @anjanaomkashyap, @sudhirchaudhary, @rahulkanwal and the team of @republic to spread awareness on voter registration, and why every Indian, particularly the youth should vote. Your support can ensure more people exercise their franchise."
narendramodi,2019-03-13,"Dear @BajrangPunia, @shankar_live and @BajpayeeManoj, Your talent and skill has entertained millions, and made India proud. Your voice is respected widely. Please lend strength to our democracy by increasing voter awareness and inspiring people to vote."
narendramodi,2019-03-13,"The prolific Phogat sisters, @geeta_phogat, @BabitaPhogat, @PhogatRitu and @Phogat_Vinesh manifest the best of Indian sporting talent. We've seen you in the wrestling world. I urge you all to support the movement to ensure greater voter participation in the 'Chunavi Dangal.'"
narendramodi,2019-03-13,"Requesting @smitaprakash, @PTI_News, @navikakumar and @prasannavishy to embolden the cause of high voter turnout in the 2019 polls. As leading public voices associated with important platforms, your support on voter awareness will be valuable and beneficial for 130 crore Indians."
narendramodi,2019-03-13,"My young friends @RanveerOfficial, @Varun_dvn & @vickykaushal09, Many youngsters admire you. It is time to tell them: Apna Time Aa Gaya Hai and that it is time to turn up with high Josh to a voting centre near you."
narendramodi,2019-03-13,"Dear @RNTata2000, @anandmahindra and @ashishchauhan, India wins when our democracy gets strengthened. Ensuring maximum participation in voting is the perfect way to strengthen democracy. Can we all make this happen?"
narendramodi,2019-03-13,"Dear @srikidambi, @Pvsindhu1 & @NSaina, The core of badminton is the court and the core of democracy is the vote. Just like you smash records, do also inspire a record-breaking voter turnout. I request you to increase voter awareness & motivate youth to vote in large numbers."
narendramodi,2019-03-13,"India is proud of @Neeraj_chopra1, @DuttYogi and @WrestlerSushil. However, they made India win because they participated. I request Neeraj, Yogeshwar and Sushil to encourage people to participate in the elections and vote so that India wins here too!"
narendramodi,2019-03-13,"Dear @SriSri ji, @SadhguruJV ji, @yogrishiramdev ji and Sri M, Spiritual leaders like you inspire many through words and work. I request you to also inspire people towards greater democratic participation. Please encourage greater voter awareness."
narendramodi,2019-03-13,"Dear @k_satyarthi, @thekiranbedi and @sudarsansand, A vote gives voice to people's aspirations. As widely respected personalities, your efforts towards increasing voter awareness will strengthen India's democracy. I request you to lend your voice for the same."
narendramodi,2019-03-13,"Dear @Mohanlal and @iamnagarjuna, Your performances have entertained millions over the years and you have also won many awards. I request you to create greater voter awareness and urge people to vote in large numbers. The award here is, a vibrant democracy."
narendramodi,2019-03-13,"Dear @HarsimratBadal_, @ichiragpaswan and @AUThackeray, increasing awareness among the youth on the importance of voting is a paramount task in front of us. Urging you to do your best to ensure high public participation in the upcoming elections."
narendramodi,2019-03-13,"Dear @NitishKumar, @irvpaswan and @pawanchamling5, soliciting your support and active participation in improving voting across the country in the coming elections. Let us strive to create an atmosphere where maximum voting can take place."
narendramodi,2019-03-13,"I call upon KCR Garu, @Naveen_Odisha, @hd_kumaraswamy, @ncbn and @ysjagan to work towards bringing maximum Indians to the polling booths in the upcoming elections. May voter awareness efforts be strengthened across the length and breadth of India."
narendramodi,2019-03-11,Joined the ceremony in which Padma Awards were conferred on various distinguished citizens. Congratulations to all those who received the awards. India is proud of their exemplary service and accomplishments.
narendramodi,2019-03-11,There was always a desire to serve Baba Bholenath and I am happy to have got that opportunity in the form of the Vishwanath Dham Project.
narendramodi,2019-03-11,Thank you! The Jan Aushadhi Kendras have helped crores of citizens across all age groups. It is a vital part of our efforts to ensure that healthcare is affordable and is of good quality.
narendramodi,2019-03-11,"Absolutely! The idea of 'One Nation, One Card' will further 'Ease of Living' and ensure a better quality of life, especially for those living in cities."
